,자치구,대여소명,대여일자/월,대여건수
9305,강남구,2301. 현대고등학교 건너편,202106,3144
9306,강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),202106,1192
9307,강남구,2303. 논현역 7번출구,202106,1358
9308,강남구,2304. 신영 ROYAL PALACE 앞,202106,155
9309,강남구,2305. MCM 본사 직영점 앞,202106,357
9310,강남구,2306. 압구정역 2번 출구 옆,202106,1287
9311,강남구,2307. 압구정 한양 3차 아파트,202106,260
9312,강남구,2308. 압구정파출소 앞,202106,515
9313,강남구,2309. 청담역(우리들병원 앞),202106,392
9314,강남구,2310. 청담동 맥도날드 옆(위치),202106,478
9315,강남구,2311. 학동로 래미안 아파트 앞,202106,312
9316,강남구,2312. 청담역 13번 출구 앞,202106,485
9317,강남구,2313. 금원빌딩 앞,202106,1004
9318,강남구,2314. 청담나들목입구,202106,759
9319,강남구,2315. 봉은사역 5번출구 옆,202106,576
9320,강남구,2316. 삼성역 8번출구,202106,1363
9321,강남구,2317. 삼성도로공원,202106,1110
9322,강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),202106,406
9323,강남구,2319. 포스코사거리 서측(수협 삼성동 지점),202106,703
9324,강남구,2320. 도곡역 대치지구대 방향,202106,609
9325,강남구,2321. 학여울역 사거리,202106,693
9326,강남구,2322. 삼성역 3번 출구,202106,817
9327,강남구,2323. 주식회사 오뚜기 정문 앞,202106,541
9328,강남구,2324. 천주교 대치 2동 교회 옆,202106,1180
9329,강남구,2325. 대치동 버거킹대치점,202106,843
9330,강남구,2326. 대치동 삼성로,202106,454
9331,강남구,2327. 뱅뱅사거리 랜드마크타워 앞,202106,1142
9332,강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,202106,557
9333,강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,202106,360
9334,강남구,2330. 스타벅스 앞,202106,671
9335,강남구,2331. 동영문화센터앞,202106,539
9336,강남구,2332. 선릉역3번출구,202106,1301
9337,강남구,2333. 양재역 3번출구 주변,202106,1058
9338,강남구,2334. 삼호아파트 2동 ( 간선도로),202106,179
9339,강남구,2335. 3호선 매봉역 3번출구앞,202106,1556
9340,강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,202106,327
9341,강남구,2337. 대모산입구역 2번출구 앞,202106,394
9342,강남구,2339. 현대아파트 정문 앞,202106,463
9343,강남구,2340. 삼호물산버스정류장(23370) 옆,202106,2318
9344,강남구,2341. 일원역 4~5번 출구 사이,202106,681
9345,강남구,2342. 대청역 1번출구 뒤,202106,2133
9346,강남구,2343. 세곡사거리 대왕파출소 앞,202106,109
9347,강남구,2344. 리엔파크 2단지 앞,202106,604
9348,강남구,2347. 두산건설 본사,202106,146
9349,강남구,2348. 포스코사거리(기업은행),202106,2139
9350,강남구,2349. 역삼빌딩 앞(하나은행 옆),202106,322
9351,강남구,2350. 래미안그레이튼102동앞,202106,302
9352,강남구,2351. 청소년수련관(수영장)앞,202106,277
9353,강남구,2352. 서울본부세관(건설회관 앞),202106,140
9354,강남구,2353. 강남구청역 2번출구 뒤,202106,488
9355,강남구,2354. 청담역 2번출구,202106,233
9356,강남구,2355. 삼성역 5~6번 출구 사이,202106,1588
9357,강남구,2356. 강남구청,202106,477
9358,강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),202106,327
9359,강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),202106,349
9360,강남구,"2359. 국립국악중,고교 정문 맞은편",202106,1009
9361,강남구,2360. 도곡1동 주민센터 교차로,202106,494
9362,강남구,2361. 압구정역 교차로,202106,992
9363,강남구,2362. 신사동 가로수길 입구,202106,957
9364,강남구,2363. 강남 을지병원 교차로,202106,380
9365,강남구,2364. 도산대로 렉서스 앞,202106,750
9366,강남구,2365. K+ 타워 앞,202106,1090
9367,강남구,2368. 도곡동 경남아파트 건너편,202106,213
9368,강남구,2369. KT선릉타워,202106,1014
9369,강남구,2370. 한티역 3번출구,202106,292
9370,강남구,2371. 한국우편사업진흥원,202106,121
9371,강남구,2372. 대치역 사거리,202106,1027
9372,강남구,2373. 개포동역 사거리,202106,1368
9373,강남구,2375. 수서역 1번출구 앞,202106,1048
9374,강남구,2376. 수서역 6번출구 앞,202106,308
9375,강남구,2377. 수서역 5번출구 뒤,202106,3085
9376,강남구,2380. 삼성동베이직하우스앞,202106,425
9377,강남구,2381. 언주역 6번출구앞,202106,495
9378,강남구,2382. 역삼동 sk뷰 501동앞,202106,296
9379,강남구,2383. 보금자리정원,202106,224
9380,강남구,2384. 자곡사거리,202106,2288
9381,강남구,2385. 학동역,202106,787
9382,강남구,2386. 크린랩 본사,202106,323
9383,강남구,2387. 래미안강남힐즈 사거리,202106,1211
9384,강남구,2388. 강남구 도시관리공단,202106,222
9385,강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),202106,652
9386,강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),202106,271
9387,강남구,2391. 구룡터널 입구(개포1단지아파트),202106,5
9388,강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),202106,74
9389,강남구,2393. 구룡사 앞 교차로 (보도육교),202106,56
9390,강남구,2394. 개포래미안포레스트아파트 107동 앞,202106,770
9391,강남구,2395. 개포1단지아파트 입구 (보도육교),202106,34
9392,강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),202106,694
9393,강남구,2398. 더라움,202106,253
9394,강남구,2401. 밀알학교 입구 (삼성서울병원 입구),202106,278
9395,강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),202106,217
9396,강남구,2404. 대모산입구역 4번 출구 앞,202106,1016
9397,강남구,2405. 청담공원앞 교차로,202106,688
9398,강남구,2406. 논현동 광명빌딩 앞,202106,442
9399,강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),202106,1451
9400,강남구,2408. 강남한양수자인아파트,202106,1079
9401,강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),202106,795
9402,강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),202106,782
9403,강남구,2411. 세곡동 성당,202106,809
9404,강남구,2412. 일원1동 주민센터,202106,1795
9405,강남구,2413.도곡역 1번 출구,202106,945
9406,강남구,2414. 도곡역 아카데미스위트 앞,202106,1102
9407,강남구,2415.한티역 롯데백화점 앞,202106,860
9408,강남구,2416.한티역 6번 출구,202106,246
9409,강남구,2417.선정릉 디캠프(D.CAMP)앞,202106,263
9410,강남구,2418.봉은사역 7번 출구,202106,712
9411,강남구,"2419.봉은사역 1,2번 출구",202106,589
9412,강남구,2420.학여울역 사거리(LG베스트샵 앞),202106,925
9413,강남구,2421. 신논현역 4번출구,202106,754
9414,강남구,2422.수서동 성당 맞은편,202106,741
9415,강남구,2423.영희초교 사거리(래미안개포루체하임),202106,1133
9416,강남구,2425.세곡동 사거리(대왕초등학교 정류장),202106,209
9417,강남구,2426.강남한신휴플러스 6단지,202106,451
9418,강남구,2427.개포고등학교 정문앞,202106,586
9419,강남구,2428.롯데리아 개포점앞,202106,502
9420,강남구,2429.압구정로데오역 6번출구,202106,1229
9421,강남구,2430.강남파이낸스센터앞(역삼역2번출구),202106,487
9422,강남구,2431.대치역 7번출구,202106,1317
9423,강남구,3602. 한국지역난방공사강남지사,202106,317
9424,강남구,3603. 삼성역 2번출구,202106,805
9425,강남구,3604. 삼성중앙역 5번출구(하이마트앞),202106,434
9426,강남구,3605. 봉은사역6번출구(현대아이파크타워앞),202106,820
9427,강남구,3606. 신사동주민센터 옆,202106,875
9428,강남구,3609. 언주초등학교 입구,202106,316
9429,강남구,3610. 윗반마을 입구,202106,112
9430,강남구,3611. 방죽마을 입구,202106,352
9431,강남구,3612. 은곡마을,202106,422
9432,강남구,3614. 은마아파트 입구 사거리,202106,783
9433,강남구,3615. 서울 논현동우체국 앞,202106,241
9434,강남구,3616. 역삼중학교 앞(체육관 방향),202106,202
9435,강남구,3618. 서울율현초교 삼거리,202106,345
9436,강남구,3620. 청담역 11번 출구,202106,62
9437,강남구,3621. 휘문고교 사거리,202106,192
9438,강남구,3622. 은마아파트입구 사거리,202106,129
9439,강남구,3623. 일원에코파크 앞(개포로 방면),202106,738
9440,강남구,3624. 대모산입구역 7번 출구 앞,202106,99
9441,강남구,3627. 압구정나들목,202106,2595
9442,강남구,3628. 역삼1동 주민센터,202106,833
9443,강남구,3629. 청담사거리(신한오피스텔빌딩 앞),202106,449
9444,강남구,3630. 개포우성6차아파트 정문 앞,202106,350
9445,강남구,3634. 국악고교 앞 교차로,202106,217
9446,강남구,3636. 삼성중앙역·플래티넘아파트 정류소,202106,30
9447,강남구,3637. 세곡데이케어센터,202106,109
9448,강남구,3638. 신청담나들목,202106,51
9449,강남구,3640. 일원1동주민센터앞 사거리,202106,49
9450,강동구,1001. 광진교 남단 사거리(디지털프라자앞),202106,2037
9451,강동구,1002. 해공공원(천호동),202106,3027
9452,강동구,1003. 해공도서관앞,202106,1188
9453,강동구,1004. 삼성광나루아파트 버스정류장,202106,1533
9454,강동구,1006. 롯데캐슬 115동앞,202106,391
9455,강동구,1007.암사동 선사유적지,202106,147
9456,강동구,1008. 암사역 3번출구(국민은행앞),202106,4292
9457,강동구,1009. 천호역4번출구(현대백화점),202106,5088
9458,강동구,1010. 강동세무서,202106,2719
9459,강동구,1011. LIGA 아파트 앞,202106,3050
9460,강동구,1012. 서울 상운차량,202106,1352
9461,강동구,1013. 강동구청역 1번 출입구,202106,1787
9462,강동구,1014. 강동구평생학습관앞,202106,1333
9463,강동구,1015. 샛마을 근린공원,202106,897
9464,강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202106,841
9465,강동구,1017. 맥도날드(길동),202106,2310
9466,강동구,1018. 둔촌 주공 GS 맞은편,202106,711
9467,강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202106,3509
9468,강동구,1020. 강동경찰서,202106,3344
9469,강동구,1021. 강일동 리슈빌 빌딩앞,202106,2113
9470,강동구,1022. 길동 사거리(초소앞),202106,2078
9471,강동구,1023. 한국종합기술사옥 앞,202106,2786
9472,강동구,1024. 강동구청 앞,202106,3218
9473,강동구,1025. 상일초등학교,202106,827
9474,강동구,1026. 대명초교 입구 교차로,202106,662
9475,강동구,1027. 프라자 아파트 앞,202106,1359
9476,강동구,1028. 포레스 주상복합 빌딩,202106,2028
9477,강동구,1029. 롯데 시네마,202106,2927
9478,강동구,1030. 미호 플랜트 앞,202106,1149
9479,강동구,1031. 올림픽로 836(아리수로),202106,850
9480,강동구,1032. 선사고등학교,202106,910
9481,강동구,1033. 고덕동 아남아파트,202106,927
9482,강동구,1034. 고덕동 래미안 힐스테이트,202106,667
9483,강동구,1035. 고덕역 4번출구,202106,1393
9484,강동구,1036. 고덕동 주양쇼핑,202106,1436
9485,강동구,1037. 강일리버파크 6단지,202106,393
9486,강동구,1038. 강일 다솜 어린이 공원,202106,406
9487,강동구,1039. 고덕초등학교,202106,202
9488,강동구,1041. 묘곡초등학교,202106,1055
9489,강동구,1042. 강일리버파크 2~5단지,202106,833
9490,강동구,1044. 굽은다리역,202106,4512
9491,강동구,1047. 건강보험 강동지사kt,202106,2218
9492,강동구,1048. 동부기업(둔촌동),202106,2309
9493,강동구,1049. 강일리버파크 10단지,202106,831
9494,강동구,1050. 둔촌역 3번 출입구,202106,4365
9495,강동구,1051. 양지시장 (용성약국앞) 입구,202106,1206
9496,강동구,1052. 리싸이클시티,202106,176
9497,강동구,1053. 동명근린공원 진입로 (아리수로),202106,372
9498,강동구,1054. 말우물 어린이 공원,202106,354
9499,강동구,1056. 강일리버파크 7~11단지,202106,523
9500,강동구,1057. 능골근린공원,202106,995
9501,강동구,1058. 고덕숲 아이파크 1,202106,865
9502,강동구,1059. 래미안 강동팰리스(102동),202106,1276
9503,강동구,1060. 천일초교 사거리,202106,1122
9504,강동구,1061. 천호초교 입구 사거리(일주빌딩),202106,1423
9505,강동구,1062. 고덕숲 아이파크 2,202106,295
9506,강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202106,551
9507,강동구,1064.중앙보훈병원역 1번출구,202106,461
9508,강동구,1065.보훈병원 정문옆(중앙대영약국),202106,751
9509,강동구,1066.생태공원앞 교차로(조명탑),202106,359
9510,강동구,1067.한영중고앞사거리,202106,582
9511,강동구,1068.명일파출소,202106,803
9512,강동구,1069.강동경희대학교병원 입구,202106,503
9513,강동구,1070.(시립)고덕평생학습관,202106,515
9514,강동구,1071.명일근린공원공동체텃밭,202106,495
9515,강동구,1072.고덕역 5번출구,202106,1273
9516,강동구,1073.SSTS 몰 앞,202106,822
9517,강동구,1074.대명초교입구 사거리,202106,1511
9518,강동구,1075.천동초교 삼거리,202106,1523
9519,강동구,1076.전자랜드 길동점,202106,2051
9520,강동구,1077.강동역 1번출구 앞,202106,2479
9521,강동구,1078.둔촌사거리,202106,2461
9522,강동구,1079.강일동입구교차로,202106,432
9523,강동구,1080.엘웨딩,202106,1138
9524,강동구,1081.트레빌빌딩,202106,999
9525,강동구,1082.중앙보훈병원역3번출구,202106,376
9526,강동구,1083.광문고교사거리(아이파크),202106,842
9527,강동구,1084. 윤선생빌딩(JYP사옥),202106,2719
9528,강동구,1085.래미안 솔베뉴(고덕로),202106,900
9529,강동구,1086.래미안 솔베뉴(구천면로),202106,916
9530,강동구,1088.풍납사거리(강동),202106,1414
9531,강동구,1089.고덕 래미안힐스테이트(201동),202106,316
9532,강동구,1090.상일동역 2번출구 앞,202106,3776
9533,강동구,3539. 서원마을,202106,232
9534,강동구,3652. 한영외국어고등학교,202106,292
9535,강동구,3653. 강동리버스트4단지아파트 404동 앞,202106,702
9536,강동구,3654. 강동리버스트4단지아파트 405동 앞,202106,592
9537,강동구,3655. 둔촌신성미소지움아파트,202106,581
9538,강동구,3656. 둔촌푸르지오아파트,202106,1086
9539,강동구,3657. 서울천호동우체국,202106,1410
9540,강동구,3658. 프라이어팰리스아파트,202106,748
9541,강동구,3659. 명일초등학교 옆,202106,210
9542,강동구,3661. 명일동신동아아파트 앞,202106,270
9543,강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202106,353
9544,강동구,3664. 맥도날드 서울둔촌DT점 앞,202106,1172
9545,강동구,3665. 고덕센트럴 아이파크상가 앞,202106,741
9546,강동구,3668. 성내삼성아파트,202106,2115
9547,강동구,3671. 둔촌동역교차로,202106,1636
9548,강동구,3673. 강동리버스트6단지,202106,690
9549,강동구,3674. 강동리버스트7단지,202106,504
9550,강동구,3675. 강동리버스트8단지,202106,675
9551,강동구,3676. 강동리엔파크9단지,202106,625
9552,강동구,3677. 강동구음식물재활용센터,202106,101
9553,강동구,3680. 강동역3번출구,202106,1810
9554,강동구,3681. 길동 마루빌딩,202106,2232
9555,강동구,3682. 길동 동호빌딩,202106,354
9556,강동구,3683. KT&G강동지사,202106,1227
9557,강동구,3685. 강동리엔파크14단지(1401동 앞),202106,848
9558,강동구,3687. 신명초교입구 교차로,202106,669
9559,강동구,3688. 상일동산(동아아파트앞 교차로),202106,239
9560,강북구,"1501. 미아역 3번,4번 출구 사이",202106,1884
9561,강북구,1503. 이디야 커피 수유역점 앞,202106,2975
9562,강북구,1504. 다이소 삼양시장점,202106,698
9563,강북구,1506. 강북문화예술회관,202106,1697
9564,강북구,1509. 서울북부수도사업소,202106,777
9565,강북구,1510. 번동주공5단지 관리사무소 앞,202106,394
9566,강북구,1511. 번동 금호어울림아파트102동앞,202106,381
9567,강북구,1512. 강북중학교 앞,202106,2851
9568,강북구,1513. 강북구청 뒷편,202106,323
9569,강북구,1514. 강북구청 사거리 버스정류소 앞,202106,1610
9570,강북구,1515. 송천동 주민센터,202106,890
9571,강북구,1516. 우이초등학교 후문 옆,202106,910
9572,강북구,1518. SK telecom(수유직영점) 앞,202106,846
9573,강북구,1519. 세븐일레븐 수유장미원점 앞,202106,1109
9574,강북구,1520. 성실교회,202106,1456
9575,강북구,1522. 월드전기조명인테리어(우이동),202106,538
9576,강북구,1525. 미아동 복합청사,202106,602
9577,강북구,1526. 수유동 채선당앞,202106,897
9578,강북구,1527. 미아역 1번 출구 뒤,202106,1036
9579,강북구,1528. 삼각산동 주민센터,202106,643
9580,강북구,1529. 미아동 한국전력공사,202106,2257
9581,강북구,1530. 광산사거리,202106,2058
9582,강북구,1531. 미아사거리 1번 출구,202106,2631
9583,강북구,1532. 번3동 주민센터 교차로,202106,779
9584,강북구,"1533. 번동 주공3, 4단지 교차로",202106,1640
9585,강북구,1534. 북서울 꿈의 숲 동문,202106,1116
9586,강북구,1535. 효성인텔리안 앞,202106,2011
9587,강북구,1536. 번동 두산위브 101동 옆,202106,1045
9588,강북구,1537. 북한산 우이역,202106,725
9589,강북구,1538. 솔밭공원역,202106,434
9590,강북구,1539. 4.19민주묘지역,202106,657
9591,강북구,1540. 가오리역,202106,1404
9592,강북구,1541. 삼양역,202106,377
9593,강북구,1542. 삼양사거리역,202106,493
9594,강북구,1543. 수유1동 주민센터,202106,1044
9595,강북구,1545. 솔샘역 2번 출구,202106,394
9596,강북구,1546. 송천동우체국,202106,645
9597,강북구,1547. 꿈의숲 롯데캐슬,202106,564
9598,강북구,1548. 북서울 꿈의숲 서문,202106,1031
9599,강북구,1550.삼각산아이원아파트(105동 옆),202106,171
9600,강북구,1551.4.19탑 앞,202106,713
9601,강북구,1552. 강북구청사거리(던킨도너츠 앞),202106,2008
9602,강북구,1553.예수그리스도후기성도교회 앞,202106,962
9603,강북구,1554.번동사거리,202106,1302
9604,강북구,1557.신창교,202106,1277
9605,강북구,1558.강북문화정보도서관,202106,380
9606,강북구,1560. 도봉세무서 앞,202106,1167
9607,강북구,1564.4.19민주묘지역 1번출구,202106,1258
9608,강북구,1565.대한병원앞,202106,1427
9609,강북구,1568.4.19민주묘지 입구사거리,202106,869
9610,강북구,1569.수유역2번출구,202106,2811
9611,강북구,1571.북서울 꿈의 숲 입구,202106,603
9612,강북구,1572.우이산 입구,202106,180
9613,강북구,1573.현대성우아파트 옆,202106,434
9614,강북구,1574.송중초등학교 옆,202106,734
9615,강북구,3703. 신성교회 앞,202106,416
9616,강북구,3707. 드래곤타워 앞,202106,776
9617,강북구,3711. 월계2교 교차로,202106,966
9618,강북구,3714. 송천센트레빌,202106,443
9619,강북구,3718. 번동 SK LPG 충전소,202106,965
9620,강서구,1101. 개화동상사마을종점 버스정류장,202106,391
9621,강서구,1102. 방화사거리 마을버스 버스정류장,202106,3270
9622,강서구,1103. 방화역 4번출구앞,202106,2645
9623,강서구,1105. 방화근린공원,202106,487
9624,강서구,1106. 신방화사거리,202106,3337
9625,강서구,1108. 공항시장역 2번출구 뒤,202106,1650
9626,강서구,1109. 공항시장역 4번출구,202106,1029
9627,강서구,1110. 공항중학교앞,202106,1710
9628,강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202106,2498
9629,강서구,1112. 마곡엠밸리4단지 정문,202106,4980
9630,강서구,1113. 서남환경공원 버스정류장,202106,2196
9631,강서구,1115. 등촌역 1번출구옆,202106,2610
9632,강서구,1117. 스타벅스앞,202106,4163
9633,강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202106,3710
9634,강서구,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),202106,2319
9635,강서구,1120. 대림경동아파트앞,202106,2608
9636,강서구,1121. 가양레포츠센터앞,202106,1696
9637,강서구,1122. 황금내근린공원,202106,3632
9638,강서구,1124. 발산역 6번 출구 뒤,202106,6209
9639,강서구,1125. 명덕고교입구(영종빌딩),202106,5108
9640,강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202106,2336
9641,강서구,1127. 화곡역(에이스정형외과앞) 버스정류장,202106,2190
9642,강서구,1128. 화곡역 6번출구,202106,1861
9643,강서구,1129. 화곡역 1번 출구 앞,202106,2157
9644,강서구,1130. 화곡본동시장 버스정류장,202106,739
9645,강서구,1131. 꿈돌이공원 앞,202106,2772
9646,강서구,1132. 등촌역 7번출구,202106,2706
9647,강서구,1135. 강서구의회,202106,2416
9648,강서구,1136. 등촌2파출소,202106,1046
9649,강서구,1137. 등촌2동주민센터,202106,561
9650,강서구,1139. 용문사 버스정류장,202106,1897
9651,강서구,1140. 목동사거리 버스정류장,202106,2388
9652,강서구,1141. 곰달래 문화복지센터 1-1,202106,1700
9653,강서구,1145. 곰달래 문화복지센터 1-2,202106,997
9654,강서구,1146. 곰달래사거리,202106,1981
9655,강서구,1148. 볏골공원,202106,1503
9656,강서구,1149. 신방화역환승주차장,202106,5494
9657,강서구,1150. 송정역 1번출구,202106,2493
9658,강서구,1151. 마곡역1번출구,202106,3058
9659,강서구,1152. 마곡역교차로,202106,7648
9660,강서구,"1153. 발산역 1번, 9번 인근 대여소",202106,7828
9661,강서구,1155. 기쁜우리복지관,202106,2620
9662,강서구,1157. 강서구청,202106,3137
9663,강서구,1158. 가양역 8번출구,202106,7003
9664,강서구,1159. 서서울모터리움앞,202106,927
9665,강서구,1160. 양천향교역 7번출구앞,202106,7327
9666,강서구,1161. 강서면허시험장앞,202106,409
9667,강서구,1162. 공항초등학교건너편,202106,2537
9668,강서구,1163. 방화동강서기동대앞,202106,2522
9669,강서구,1165. 마곡중학교 후문,202106,1247
9670,강서구,1166. 강서구립등빛도서관,202106,4238
9671,강서구,1167. 마곡수명산파크3단지 교차로,202106,3399
9672,강서구,1168. 마곡엠밸리10단지 앞,202106,1497
9673,강서구,1169. 염창역 1번 출구,202106,2013
9674,강서구,1170. 강서구보건소 (삼성디지털 프라자),202106,1427
9675,강서구,1171. 염창동 새마을금고 건너편 (모닝글로리),202106,1663
9676,강서구,1172. 가양3동 주민센터,202106,2096
9677,강서구,1173. 강서구청사거리(SH타워),202106,3222
9678,강서구,1174. 강서구청사거리(부민병원),202106,1634
9679,강서구,1175. 대한항공 인력개발센터,202106,1605
9680,강서구,1177. 수명중?고교,202106,1825
9681,강서구,1178. 개화산역 2번 출구,202106,1574
9682,강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202106,2922
9683,강서구,1181. 농수산식품공사 (강서지사),202106,471
9684,강서구,1182. KBS 스포츠월드,202106,2482
9685,강서구,1183. KC 대학교,202106,510
9686,강서구,1184. 마곡13단지,202106,3976
9687,강서구,1185. 등촌9단지,202106,1229
9688,강서구,1186. 송정중학교,202106,1123
9689,강서구,1187. 강서수산물도매시장,202106,949
9690,강서구,1188. 롯데중앙연구소,202106,300
9691,강서구,1190. 마곡역 교차로(2번출구),202106,1790
9692,강서구,1191. 마곡역 교차로(NH농협),202106,3545
9693,강서구,1192. 마곡수명산파크 209동 건너편,202106,1882
9694,강서구,1193. 마곡센트럴타워 1차,202106,3789
9695,강서구,1194. 센서텍㈜,202106,1399
9696,강서구,1195. 코오롱One&Only타워,202106,3481
9697,강서구,1196. 서울식물원(문화센터) 건너편,202106,480
9698,강서구,1197. 엠펠리체 호텔 건너편,202106,3144
9699,강서구,1198. LG 사이언스파크,202106,751
9700,강서구,1199. 우장산역 3번출구,202106,2758
9701,강서구,1200. 개화광역환승센터,202106,359
9702,강서구,2701. 마곡나루역 5번출구 뒤편,202106,6920
9703,강서구,2702. 마곡 엠밸리2단지,202106,1397
9704,강서구,2703.서울도시가스 앞,202106,1176
9705,강서구,2704.홈플러스(강서점),202106,3513
9706,강서구,2706.강서공업고등학교 앞,202106,2003
9707,강서구,2707.한강아파트,202106,1862
9708,강서구,2708.강서한강자이타워 앞,202106,4068
9709,강서구,2709.강변아파트 310동 앞,202106,1463
9710,강서구,2710.라이품 공영주차장 앞,202106,1543
9711,강서구,2711.가로공원공영주차장 1번 출구,202106,1664
9712,강서구,2712.화곡터널입구교차로,202106,1003
9713,강서구,2713.우장초등학교 앞,202106,1492
9714,강서구,2715.마곡나루역 2번 출구,202106,10745
9715,강서구,2716.롯데 R&D 센터,202106,646
9716,강서구,2717.LG유플러스 마곡사옥,202106,4742
9717,강서구,2718.마곡수명산파크1단지,202106,1958
9718,강서구,2719.마곡문화공원,202106,2951
9719,강서구,2720.힐스테이트에코,202106,3593
9720,강서구,2721.등촌1-10단지 교차로,202106,4121
9721,강서구,2722.마곡 문영비지웍스,202106,585
9722,강서구,2723.마곡 필네이처,202106,3111
9723,강서구,2724.(재)FITI시험연구원,202106,2451
9724,강서구,2725.서울식물원 식물문화센터,202106,1311
9725,강서구,2727.서울식물원 잔디마당 앞,202106,2053
9726,강서구,2728.마곡나루역 3번 출구,202106,6634
9727,강서구,2729.넥센 유니버시티 앞,202106,2257
9728,강서구,2730.마곡메가박스 앞,202106,2403
9729,강서구,2731.명덕고교,202106,1103
9730,강서구,2732.마곡수명산 1-2단지,202106,1560
9731,강서구,2733.마곡13단지 정문 앞,202106,3907
9732,강서구,2735.마곡 공공청사,202106,2815
9733,강서구,2737.까치산역 3번 출구,202106,2135
9734,강서구,2739.수명산파크1단지교차로,202106,2988
9735,강서구,2740.마곡레포츠센터,202106,902
9736,강서구,2741.마곡수명산파크5-6단지,202106,1292
9737,강서구,2742.강서구민올림픽체육센터,202106,1549
9738,강서구,2743.동신아파트 104동 앞,202106,1133
9739,강서구,2744.강서세무서 앞,202106,3520
9740,강서구,2745.수명초등학교,202106,1082
9741,강서구,2746.수명산파크 4단지 411동 앞,202106,1347
9742,강서구,3753. 공항중학교 버스정류장,202106,710
9743,강서구,3754. 신방화역 8번출구,202106,2005
9744,강서구,3755. 어위쉬예다인오피스텔,202106,1646
9745,강서구,3756. 마곡힐스테이트 정문,202106,1467
9746,강서구,3759. 서울이대병원,202106,1901
9747,강서구,3760. 발산역 8번 출구,202106,1532
9748,강서구,3761. 나이아가라관광호텔,202106,553
9749,강서구,3762. 마곡9단지 907동앞,202106,516
9750,강서구,3763. 등촌태영아파트,202106,1089
9751,강서구,3764. 관문주유소(GS칼택스) 앞,202106,1529
9752,강서구,3765. 문소빌딩,202106,424
9753,강서구,3766. 강서문화센터,202106,209
9754,강서구,3767. 대원빌딩,202106,773
9755,강서구,3769. 가양동 이마트 앞,202106,2841
9756,강서구,3770. 남부순환로 205,202106,559
9757,강서구,3772. 길성그랑프리텔아파트,202106,2464
9758,강서구,3774. 마곡9단지 910동 상가앞,202106,735
9759,강서구,3775. 가양오토갤러리,202106,1305
9760,강서구,3776. 김포공항교차로,202106,613
9761,강서구,3778. 김포공항입구 교차로,202106,2130
9762,강서구,3779. 유광사여성병원,202106,1037
9763,강서구,3780. 등촌서광아파트,202106,3671
9764,강서구,3781. 강서아동복지센터,202106,89
9765,강서구,3782. 겸재정선미술관,202106,1237
9766,강서구,3783. 마곡금호어울림아파트,202106,1211
9767,강서구,3784. 벽산아파트,202106,2232
9768,강서구,3785. 마곡14단지 1408동앞,202106,858
9769,강서구,3786. 강서힐스테이트 상가 앞,202106,954
9770,강서구,3787. 가양나들목,202106,1310
9771,강서구,3788. 정곡나들목,202106,2578
9772,강서구,3789. 염창나들목,202106,3269
9773,강서구,3792. 화곡본동시장 입구,202106,816
9774,강서구,3793. 더리브골드타워,202106,963
9775,강서구,3794. 안양천합수부(현대3차아파트),202106,2031
9776,강서구,3795. 공항신성빌딩 앞,202106,822
9777,강서구,3796. 송정역 3번출구 앞,202106,1913
9778,강서구,3797. 마곡수명산파크7단지 710동 앞,202106,697
9779,강서구,3798. 그랜드아이파크아파트 앞,202106,4031
9780,강서구,3799. 국립항공박물관,202106,391
9781,강서구,3801. 이랜드글로벌R&D센터,202106,285
9782,관악구,2102. 봉림교 교통섬,202106,11174
9783,관악구,2103. 신림동 우방아파트,202106,2429
9784,관악구,2104. 사당역 5번출구,202106,1772
9785,관악구,2105. 미성동 신림체육센터,202106,1734
9786,관악구,2106. 난곡 새마을금고,202106,2211
9787,관악구,2107. 도림천 신화교,202106,3843
9788,관악구,2108. 은천치안센터,202106,1730
