대여소 그룹,대여소 명,대여 일자 / 월,대여 건수
강남구,2301. 현대고등학교 건너편,202102,1713
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),202102,538
강남구,2303. 논현역 7번출구,202102,440
강남구,2304. 신영 ROYAL PALACE 앞,202102,156
강남구,2305. MCM 본사 직영점 앞,202102,197
강남구,2306. 압구정역 2번 출구 옆,202102,723
강남구,2307. 압구정 한양 3차 아파트,202102,634
강남구,2308. 압구정파출소 앞,202102,571
강남구,2309. 청담역(우리들병원 앞),202102,160
강남구,2310. 청담동 맥도날드 옆(위치),202102,251
강남구,2311. 학동로 래미안 아파트 앞,202102,222
강남구,2312. 청담역 13번 출구 앞,202102,207
강남구,2313. 금원빌딩 앞,202102,548
강남구,2314. 청담나들목입구,202102,371
강남구,2315. 봉은사역 5번출구 옆,202102,456
강남구,2316. 삼성역 8번출구,202102,602
강남구,2317. 삼성도로공원,202102,492
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),202102,254
강남구,2319. 포스코사거리 서측(수협 삼성동 지점),202102,236
강남구,2320. 도곡역 대치지구대 방향,202102,274
강남구,2321. 학여울역 사거리,202102,386
강남구,2322. 삼성역 3번 출구,202102,348
강남구,2323. 주식회사 오뚜기 정문 앞,202102,157
강남구,2324. 천주교 대치 2동 교회 옆,202102,514
강남구,2325. 대치동 버거킹대치점,202102,536
강남구,2326. 대치동 삼성로,202102,256
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,202102,436
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,202102,231
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,202102,133
강남구,2330. 스타벅스 앞,202102,304
강남구,2331. 동영문화센터앞,202102,198
강남구,2332. 선릉역3번출구,202102,531
강남구,2333. 양재역 3번출구 주변,202102,479
강남구,2334. 삼호아파트 2동 ( 간선도로),202102,54
강남구,2335. 3호선 매봉역 3번출구앞,202102,681
강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,202102,110
강남구,2337. 대모산입구역 2번출구 앞,202102,255
강남구,2339. 현대아파트 정문 앞,202102,226
강남구,2340. 삼호물산버스정류장(23370) 옆,202102,854
강남구,2341. 일원역 4~5번 출구 사이,202102,143
강남구,2342. 대청역 1번출구 뒤,202102,699
강남구,2343. 세곡사거리 대왕파출소 앞,202102,21
강남구,2344. 리엔파크 2단지 앞,202102,250
강남구,2347. 두산건설 본사,202102,189
강남구,2348. 포스코사거리(기업은행),202102,797
강남구,2349. 역삼빌딩 앞(하나은행 옆),202102,100
강남구,2350. 래미안그레이튼102동앞,202102,164
강남구,2351. 청소년수련관(수영장)앞,202102,92
강남구,2352. 서울본부세관(건설회관 앞),202102,155
강남구,2353. 강남구청역 2번출구 뒤,202102,213
강남구,2354. 청담역 2번출구,202102,131
강남구,2355. 삼성역 5~6번 출구 사이,202102,750
강남구,2356. 강남구청,202102,187
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),202102,92
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),202102,153
강남구,"2359. 국립국악중,고교 정문 맞은편",202102,407
강남구,2360. 도곡1동 주민센터 교차로,202102,216
강남구,2361. 압구정역 교차로,202102,539
강남구,2362. 신사동 가로수길 입구,202102,450
강남구,2363. 강남 을지병원 교차로,202102,222
강남구,2364. 도산대로 렉서스 앞,202102,288
강남구,2365. K+ 타워 앞,202102,480
강남구,2368. 도곡동 경남아파트 건너편,202102,126
강남구,2369. KT선릉타워,202102,441
강남구,2370. 한티역 3번출구,202102,165
강남구,2371. 한국우편사업진흥원,202102,121
강남구,2372. 대치역 사거리,202102,576
강남구,2373. 개포동역 사거리,202102,649
강남구,2375. 수서역 1번출구 앞,202102,360
강남구,2376. 수서역 6번출구 앞,202102,113
강남구,2377. 수서역 5번출구 뒤,202102,902
강남구,2380. 삼성동베이직하우스앞,202102,196
강남구,2381. 언주역 6번출구앞,202102,229
강남구,2382. 역삼동 sk뷰 501동앞,202102,135
강남구,2383. 보금자리정원,202102,96
강남구,2384. 자곡사거리,202102,602
강남구,2385. 학동역,202102,352
강남구,2386. 크린랩 본사,202102,127
강남구,2387. 래미안강남힐즈 사거리,202102,252
강남구,2388. 강남구 도시관리공단,202102,195
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),202102,274
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),202102,150
강남구,2391. 구룡터널 입구(개포1단지아파트),202102,10
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),202102,26
강남구,2393. 구룡사 앞 교차로 (보도육교),202102,33
강남구,2394. 개포래미안포레스트아파트 107동 앞,202102,359
강남구,2395. 개포1단지아파트 입구 (보도육교),202102,38
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),202102,383
강남구,2398. 더라움,202102,158
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),202102,88
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),202102,69
강남구,2404. 대모산입구역 4번 출구 앞,202102,402
강남구,2405. 청담공원앞 교차로,202102,368
강남구,2406. 논현동 광명빌딩 앞,202102,130
강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),202102,651
강남구,2408. 강남한양수자인아파트,202102,327
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),202102,454
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),202102,280
강남구,2411. 세곡동 성당,202102,259
강남구,2412. 일원1동 주민센터,202102,652
강남구,2413.도곡역 1번 출구,202102,477
강남구,2414. 도곡역 아카데미스위트 앞,202102,471
강남구,2415.한티역 롯데백화점 앞,202102,308
강남구,2416.한티역 6번 출구,202102,113
강남구,2417.선정릉 디캠프(D.CAMP)앞,202102,120
강남구,2418.봉은사역 7번 출구,202102,380
강남구,"2419.봉은사역 1,2번 출구",202102,240
강남구,2420.학여울역 사거리(LG베스트샵 앞),202102,350
강남구,2421. 신논현역 4번출구,202102,271
강남구,2422.수서동 성당 맞은편,202102,206
강남구,2423.영희초교 사거리(래미안개포루체하임),202102,449
강남구,2425.세곡동 사거리(대왕초등학교 정류장),202102,53
강남구,2426.강남한신휴플러스 6단지,202102,149
강남구,2427.개포고등학교 정문앞,202102,178
강남구,2428.롯데리아 개포점앞,202102,137
강남구,2429.압구정로데오역 6번출구,202102,702
강남구,2430.강남파이낸스센터앞(역삼역2번출구),202102,187
강남구,2431.대치역 7번출구,202102,612
강남구,3602. 한국지역난방공사강남지사,202102,74
강동구,1001. 광진교 남단 사거리(디지털프라자앞),202102,1018
강동구,1002. 해공공원(천호동),202102,949
강동구,1003. 해공도서관앞,202102,367
강동구,1004. 삼성광나루아파트 버스정류장,202102,746
강동구,1006. 롯데캐슬 115동앞,202102,205
강동구,1007.암사동 선사유적지,202102,84
강동구,1008. 암사역 3번출구(국민은행앞),202102,1441
강동구,1009. 천호역4번출구(현대백화점),202102,1848
강동구,1010. 강동세무서,202102,1125
강동구,1011. LIGA 아파트 앞,202102,1017
강동구,1012. 서울 상운차량,202102,435
강동구,1013. 강동구청역 1번 출입구,202102,567
강동구,1014. 강동구평생학습관앞,202102,390
강동구,1015. 샛마을 근린공원,202102,293
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202102,294
강동구,1017. 맥도날드(길동),202102,919
강동구,1018. 둔촌 주공 GS 맞은편,202102,165
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202102,1103
강동구,1020. 강동경찰서,202102,1328
강동구,1021. 강일동 리슈빌 빌딩앞,202102,742
강동구,1022. 길동 사거리(초소앞),202102,858
강동구,1023. 한국종합기술사옥 앞,202102,750
강동구,1024. 강동구청 앞,202102,1089
강동구,1025. 상일초등학교,202102,334
강동구,1026. 대명초교 입구 교차로,202102,226
강동구,1027. 프라자 아파트 앞,202102,448
강동구,1028. 포레스 주상복합 빌딩,202102,685
강동구,1029. 롯데 시네마,202102,860
강동구,1030. 미호 플랜트 앞,202102,305
강동구,1031. 올림픽로 836(아리수로),202102,312
강동구,1032. 선사고등학교,202102,169
강동구,1033. 고덕동 아남아파트,202102,313
강동구,1034. 고덕동 래미안 힐스테이트,202102,196
강동구,1035. 고덕역 4번출구,202102,343
강동구,1036. 고덕동 주양쇼핑,202102,413
강동구,1037. 강일리버파크 6단지,202102,132
강동구,1038. 강일 다솜 어린이 공원,202102,133
강동구,1039. 고덕초등학교,202102,79
강동구,1041. 묘곡초등학교,202102,308
강동구,1042. 강일리버파크 2~5단지,202102,343
강동구,1044. 굽은다리역,202102,1593
강동구,1047. 건강보험 강동지사kt,202102,769
강동구,1048. 동부기업(둔촌동),202102,790
강동구,1049. 강일리버파크 10단지,202102,390
강동구,1050. 둔촌역 3번 출입구,202102,1983
강동구,1051. 양지시장 (용성약국앞) 입구,202102,539
강동구,1052. 리싸이클시티,202102,46
강동구,1053. 동명근린공원 진입로 (아리수로),202102,80
강동구,1054. 말우물 어린이 공원,202102,114
강동구,1056. 강일리버파크 7~11단지,202102,187
강동구,1057. 능골근린공원,202102,326
강동구,1058. 고덕숲 아이파크 1,202102,328
강동구,1059. 래미안 강동팰리스(102동),202102,445
강동구,1060. 천일초교 사거리,202102,347
강동구,1061. 천호초교 입구 사거리(일주빌딩),202102,550
강동구,1062. 고덕숲 아이파크 2,202102,154
강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202102,206
강동구,1064.중앙보훈병원역 1번출구,202102,130
강동구,1065.보훈병원 정문옆(중앙대영약국),202102,379
강동구,1066.생태공원앞 교차로(조명탑),202102,126
강동구,1067.한영중고앞사거리,202102,198
강동구,1068.명일파출소,202102,279
강동구,1069.강동경희대학교병원 입구,202102,143
강동구,1070.(시립)고덕평생학습관,202102,238
강동구,1071.명일근린공원공동체텃밭,202102,121
강동구,1072.고덕역 5번출구,202102,342
강동구,1073.SSTS 몰 앞,202102,348
강동구,1074.대명초교입구 사거리,202102,509
강동구,1075.천동초교 삼거리,202102,447
강동구,1076.전자랜드 길동점,202102,843
강동구,1077.강동역 1번출구 앞,202102,792
강동구,1078.둔촌사거리,202102,777
강동구,1079.강일동입구교차로,202102,203
강동구,1080.엘웨딩,202102,359
강동구,1081.트레빌빌딩,202102,327
강동구,1082.중앙보훈병원역3번출구,202102,46
강동구,1083.광문고교사거리(아이파크),202102,185
강동구,1084. 윤선생빌딩(JYP사옥),202102,1057
강동구,1085.래미안 솔베뉴(고덕로),202102,288
강동구,1086.래미안 솔베뉴(구천면로),202102,251
강동구,1088.풍납사거리(강동),202102,385
강동구,1089.고덕 래미안힐스테이트(201동),202102,120
강동구,1090.상일동역 2번출구 앞,202102,1037
강동구,3539. 서원마을,202102,104
강동구,3652. 한영외국어고등학교,202102,31
강동구,3653. 강동리버스트4단지아파트 404동 앞,202102,474
강동구,3654. 강동리버스트4단지아파트 405동 앞,202102,387
강동구,3655. 둔촌신성미소지움아파트,202102,138
강북구,"1501. 미아역 3번,4번 출구 사이",202102,726
강북구,1503. 이디야 커피 수유역점 앞,202102,1224
강북구,1504. 다이소 삼양시장점,202102,207
강북구,1506. 강북문화예술회관,202102,506
강북구,1509. 서울북부수도사업소,202102,318
강북구,1510. 번동주공5단지 관리사무소 앞,202102,122
강북구,1511. 번동 금호어울림아파트102동앞,202102,146
강북구,1512. 강북중학교 앞,202102,1091
강북구,1513. 강북구청 뒷편,202102,95
강북구,1514. 강북구청 사거리 버스정류소 앞,202102,703
강북구,1515. 송천동 주민센터,202102,403
강북구,1516. 우이초등학교 후문 옆,202102,311
강북구,1518. SK telecom(수유직영점) 앞,202102,299
강북구,1519. 세븐일레븐 수유장미원점 앞,202102,311
강북구,1520. 성실교회,202102,486
강북구,1522. 월드전기조명인테리어(우이동),202102,237
강북구,1525. 미아동 복합청사,202102,173
강북구,1526. 수유동 채선당앞,202102,352
강북구,1527. 미아역 1번 출구 뒤,202102,357
강북구,1528. 삼각산동 주민센터,202102,222
강북구,1529. 미아동 한국전력공사,202102,816
강북구,1530. 광산사거리,202102,697
강북구,1531. 미아사거리 1번 출구,202102,1038
강북구,1532. 번3동 주민센터 교차로,202102,453
강북구,"1533. 번동 주공3, 4단지 교차로",202102,668
강북구,1534. 북서울 꿈의 숲 동문,202102,651
강북구,1535. 효성인텔리안 앞,202102,777
강북구,1536. 번동 두산위브 101동 옆,202102,464
강북구,1537. 북한산 우이역,202102,273
강북구,1538. 솔밭공원역,202102,263
강북구,1539. 4.19민주묘지역,202102,326
강북구,1540. 가오리역,202102,503
강북구,1541. 삼양역,202102,156
강북구,1542. 삼양사거리역,202102,230
강북구,1543. 수유1동 주민센터,202102,323
강북구,1545. 솔샘역 2번 출구,202102,155
강북구,1546. 송천동우체국,202102,198
강북구,1547. 꿈의숲 롯데캐슬,202102,129
강북구,1548. 북서울 꿈의숲 서문,202102,461
강북구,1550.삼각산아이원아파트(105동 옆),202102,84
강북구,1551.4.19탑 앞,202102,262
강북구,1552. 강북구청사거리(던킨도너츠 앞),202102,671
강북구,1553.예수그리스도후기성도교회 앞,202102,293
강북구,1554.번동사거리,202102,375
강북구,1557.신창교,202102,635
강북구,1558.강북문화정보도서관,202102,114
강북구,1560. 도봉세무서 앞,202102,454
강북구,1564.4.19민주묘지역 1번출구,202102,395
강북구,1565.대한병원앞,202102,515
강북구,1568.4.19민주묘지 입구사거리,202102,315
강북구,1569.수유역2번출구,202102,884
강북구,1571.북서울 꿈의 숲 입구,202102,254
강북구,1572.우이산 입구,202102,39
강북구,1573.현대성우아파트 옆,202102,144
강북구,1574.송중초등학교 옆,202102,285
강북구,3703. 신성교회 앞,202102,76
강북구,3707. 드래곤타워 앞,202102,250
강북구,3711. 월계2교 교차로,202102,323
강북구,3714. 송천센트레빌,202102,113
강서구,1101. 개화동상사마을종점 버스정류장,202102,135
강서구,1102. 방화사거리 마을버스 버스정류장,202102,849
강서구,1103. 방화역 4번출구앞,202102,780
강서구,1105. 방화근린공원,202102,195
강서구,1106. 신방화사거리,202102,720
강서구,1108. 공항시장역 2번출구 뒤,202102,550
강서구,1109. 공항시장역 4번출구,202102,316
강서구,1110. 공항중학교앞,202102,331
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202102,531
강서구,1112. 마곡엠밸리4단지 정문,202102,1652
강서구,1113. 서남환경공원 버스정류장,202102,818
강서구,1114. 서남물재생센터 버스정류장,202102,2
강서구,1115. 등촌역 1번출구옆,202102,761
강서구,1117. 스타벅스앞,202102,1429
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202102,1525
강서구,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),202102,982
강서구,1120. 대림경동아파트앞,202102,944
강서구,1121. 가양레포츠센터앞,202102,663
강서구,1122. 황금내근린공원,202102,1272
강서구,1124. 발산역 6번 출구 뒤,202102,1861
강서구,1125. 명덕고교입구(영종빌딩),202102,1365
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202102,631
강서구,1127. 화곡역(에이스정형외과앞) 버스정류장,202102,662
강서구,1128. 화곡역 6번출구,202102,666
강서구,1129. 화곡역 1번 출구 앞,202102,683
강서구,1130. 화곡본동시장 버스정류장,202102,235
강서구,1131. 꿈돌이공원 앞,202102,800
강서구,1132. 등촌역 7번출구,202102,903
강서구,1135. 강서구의회,202102,720
강서구,1136. 등촌2파출소,202102,376
강서구,1137. 등촌2동주민센터,202102,240
강서구,1139. 용문사 버스정류장,202102,621
강서구,1140. 목동사거리 버스정류장,202102,940
강서구,1141. 곰달래 문화복지센터 1-1,202102,683
강서구,1145. 곰달래 문화복지센터 1-2,202102,393
강서구,1146. 곰달래사거리,202102,652
강서구,1148. 볏골공원,202102,469
강서구,1149. 신방화역환승주차장,202102,1824
강서구,1150. 송정역 1번출구,202102,922
강서구,1151. 마곡역1번출구,202102,711
강서구,1152. 마곡역교차로,202102,2362
강서구,"1153. 발산역 1번, 9번 인근 대여소",202102,2512
강서구,1155. 기쁜우리복지관,202102,788
강서구,1157. 강서구청,202102,1093
강서구,1158. 가양역 8번출구,202102,2472
강서구,1159. 서서울모터리움앞,202102,506
강서구,1160. 양천향교역 7번출구앞,202102,2084
강서구,1161. 강서면허시험장앞,202102,189
강서구,1162. 공항초등학교건너편,202102,607
강서구,1163. 방화동강서기동대앞,202102,694
강서구,1165. 마곡중학교 후문,202102,359
강서구,1166. 강서구립등빛도서관,202102,1627
강서구,1167. 마곡수명산파크3단지 교차로,202102,1238
강서구,1168. 마곡엠밸리10단지 앞,202102,615
강서구,1169. 염창역 1번 출구,202102,807
강서구,1170. 강서구보건소 (삼성디지털 프라자),202102,543
강서구,1171. 염창동 새마을금고 건너편 (모닝글로리),202102,678
강서구,1172. 가양3동 주민센터,202102,768
강서구,1173. 강서구청사거리(SH타워),202102,1151
강서구,1174. 강서구청사거리(부민병원),202102,534
강서구,1175. 대한항공 인력개발센터,202102,598
강서구,1177. 수명중?고교,202102,544
강서구,1178. 개화산역 2번 출구,202102,428
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202102,908
강서구,1181. 농수산식품공사 (강서지사),202102,174
강서구,1182. KBS 스포츠월드,202102,767
강서구,1183. KC 대학교,202102,237
강서구,1184. 마곡13단지,202102,1333
강서구,1185. 등촌9단지,202102,586
강서구,1186. 송정중학교,202102,367
강서구,1187. 강서수산물도매시장,202102,387
강서구,1188. 롯데중앙연구소,202102,100
강서구,1190. 마곡역 교차로(2번출구),202102,602
강서구,1191. 마곡역 교차로(NH농협),202102,1076
강서구,1192. 마곡수명산파크 209동 건너편,202102,651
강서구,1193. 마곡센트럴타워 1차,202102,1091
강서구,1194. 센서텍㈜,202102,449
강서구,1195. 코오롱One&Only타워,202102,782
강서구,1196. 서울식물원(문화센터) 건너편,202102,149
강서구,1197. 엠펠리체 호텔 건너편,202102,968
강서구,1198. LG 사이언스파크,202102,284
강서구,1199. 우장산역 3번출구,202102,808
강서구,1200. 개화광역환승센터,202102,122
강서구,2701. 마곡나루역 5번출구 뒤편,202102,2226
강서구,2702. 마곡 엠밸리2단지,202102,370
강서구,2703.서울도시가스 앞,202102,344
강서구,2704.홈플러스(강서점),202102,1016
강서구,2706.강서공업고등학교 앞,202102,569
강서구,2707.한강아파트,202102,644
강서구,2708.강서한강자이타워 앞,202102,1310
강서구,2709.강변아파트 310동 앞,202102,470
강서구,2710.라이품 공영주차장 앞,202102,430
강서구,2711.가로공원공영주차장 1번 출구,202102,416
강서구,2712.화곡터널입구교차로,202102,236
강서구,2713.우장초등학교 앞,202102,374
강서구,2714.발산1동주민센터교차로,202102,966
강서구,2715.마곡나루역 2번 출구,202102,2971
강서구,2716.롯데 R&D 센터,202102,147
강서구,2717.LG유플러스 마곡사옥,202102,1146
강서구,2718.마곡수명산파크1단지,202102,341
강서구,2719.마곡문화공원,202102,821
강서구,2720.힐스테이트에코,202102,1091
강서구,2721.등촌1-10단지 교차로,202102,761
강서구,2722.마곡 문영비지웍스,202102,1258
강서구,2723.마곡 필네이처,202102,620
강서구,2724.(재)FITI시험연구원,202102,659
강서구,2725.서울식물원 식물문화센터,202102,511
강서구,2727.서울식물원 잔디마당 앞,202102,523
강서구,2728.마곡나루역 3번 출구,202102,1628
강서구,2729.넥센 유니버시티 앞,202102,577
강서구,2730.마곡메가박스 앞,202102,837
강서구,2731.명덕고교,202102,281
강서구,2732.마곡수명산 1-2단지,202102,507
강서구,2733.마곡13단지 정문 앞,202102,1379
강서구,2735.마곡 공공청사,202102,795
강서구,2737.까치산역 3번 출구,202102,561
강서구,2739.수명산파크1단지교차로,202102,727
강서구,2740.마곡레포츠센터,202102,297
강서구,2741.마곡수명산파크5-6단지,202102,464
강서구,2742.강서구민올림픽체육센터,202102,478
강서구,2743.동신아파트 104동 앞,202102,476
강서구,2744.강서세무서 앞,202102,377
강서구,2745.수명초등학교,202102,341
강서구,2746.수명산파크 4단지 411동 앞,202102,472
강서구,3753. 공항중학교 버스정류장,202102,209
강서구,3756. 마곡힐스테이트 정문,202102,325
강서구,3759. 서울이대병원,202102,314
강서구,3760. 발산역 8번 출구,202102,363
강서구,3761. 나이아가라관광호텔,202102,173
강서구,3763. 등촌태영아파트,202102,281
강서구,3765. 문소빌딩,202102,112
강서구,3766. 강서문화센터,202102,65
강서구,3767. 대원빌딩,202102,167
강서구,3769. 가양동 이마트 앞,202102,738
강서구,3772. 길성그랑프리텔아파트,202102,632
강서구,3775. 가양오토갤러리,202102,368
강서구,3776. 김포공항교차로,202102,131
강서구,3778. 김포공항입구 교차로,202102,565
강서구,3779. 유광사여성병원,202102,236
강서구,3780. 등촌서광아파트,202102,808
강서구,3781. 강서아동복지센터,202102,43
강서구,3782. 겸재정선미술관,202102,306
강서구,3783. 마곡금호어울림아파트,202102,246
강서구,3784. 벽산아파트,202102,577
강서구,3786. 강서힐스테이트 상가 앞,202102,210
강서구,3787. 가양나들목,202102,485
강서구,3788. 정곡나들목,202102,868
강서구,3789. 염창나들목,202102,1086
강서구,3792. 화곡본동시장 입구,202102,243
강서구,3794. 안양천합수부(현대3차아파트),202102,776
강서구,3795. 공항신성빌딩 앞,202102,190
강서구,3796. 송정역 3번출구 앞,202102,329
강서구,3797. 마곡수명산파크7단지 710동 앞,202102,193
강서구,3798. 그랜드아이파크아파트 앞,202102,714
관악구,2102. 봉림교 교통섬,202102,3823
관악구,2103. 신림동 우방아파트,202102,838
관악구,2104. 사당역 5번출구,202102,648
관악구,2105. 미성동 신림체육센터,202102,600
관악구,2106. 난곡 새마을금고,202102,884
관악구,2107. 도림천 신화교,202102,1260
관악구,2108. 은천치안센터,202102,578
관악구,2109. 은천로입구 가로공원,202102,1450
관악구,2110. 조원동 미성아파트,202102,54
관악구,2111. 서울대입구역 1번출구,202102,496
관악구,2112. 서울대입구역 마에스트로,202102,542
관악구,2113. 관악동작견인차량보관소,202102,935
관악구,2115. 관악농협농산물백화점,202102,632
관악구,2116. 에이스에이존빌딩,202102,449
관악구,2119. 중앙동 동진빌딩,202102,648
관악구,2122. 낙성대로 입구,202102,345
관악구,2127. 보성운수차고지 맞은편,202102,295
관악구,2128. 관악구청교차로,202102,374
관악구,2129. 낙성대 과학전시관,202102,290
관악구,2130. 영어마을 관악캠프,202102,193
관악구,2135. 신림역 5번출구,202102,687
관악구,2136. 신림역 8번출구,202102,1279
관악구,2137. KT&G 관악지점,202102,215
관악구,2139. 서울신성초등학교,202102,385
관악구,2140. 신림1교 교차로,202102,959
관악구,2141. 미림여고입구 교차로,202102,77
관악구,2143. 서울산업정보학교,202102,162
관악구,2144. 난우길입구,202102,287
관악구,2145. 은천초등학교 육교,202102,366
관악구,2148. 낙성대역 3번출구 뒤,202102,380
관악구,2156. 농협 관악문성지점,202102,431
관악구,2159. 인헌초교,202102,217
관악구,2164. 관악우체국,202102,492
관악구,2165. JK장평타워,202102,281
관악구,2167. 낙성대역 1번출구,202102,281
관악구,2169. 봉천역 2번출구,202102,461
관악구,2170. 조원동서울본병원,202102,497
관악구,2171. 서울대입구역 5번출구,202102,763
관악구,2172. 나들목공원,202102,233
관악구,2173. 당곡사거리,202102,2036
관악구,2174. 삼성디지털프라자관악점,202102,400
관악구,2175. 신림동걷고싶은문화의거리입구,202102,619
관악구,2176. 보라매공원 보도육교,202102,917
관악구,2177. 신대방역 2번 출구,202102,2862
관악구,2178. 서울대학교 정문,202102,251
관악구,2179. 양녕로 입구,202102,619
관악구,2183. 동방1교,202102,2563
관악구,2184. 구암초등학교 버스정류장,202102,117
관악구,2185. 대학동 고시촌,202102,360
관악구,2186.우리은행 낙성대역지점,202102,304
관악구,2187.현대시장사거리(신한은행),202102,596
관악구,2189.삼성서비스센터(관악점),202102,418
관악구,2190.도원맨션,202102,260
관악구,2191.대학동주민센터,202102,399
관악구,2195.은천교회,202102,367
관악구,2196.삼화페인트 봉천점,202102,255
관악구,2198.사랑의병원,202102,280
관악구,2199.신봉천주유소,202102,111
관악구,2200.관악문화원 건너편,202102,57
관악구,3306.서울신우초등학교,202102,44
관악구,3307.봉천고개 육교,202102,209
관악구,3310.영락고등학교,202102,242
관악구,3311.서울대입구역 4번 출구,202102,327
관악구,3802. 관악구민체육센터,202102,47
관악구,3804. 낙성대공원,202102,1
관악구,3806. 낙성대 교수아파트,202102,1
광진구,3500. 군자역2번출구,202102,904
광진구,3501. 광진구청 앞,202102,1092
광진구,3502. 중곡역 1번출구,202102,509
광진구,3503. 광진유진스웰,202102,119
광진구,3504. 원일교회,202102,927
광진구,3505. 신양초교앞 교차로,202102,482
광진구,3506. 영동대교 북단,202102,759
광진구,3507. 어린이회관,202102,467
광진구,3508. 화양사거리,202102,428
광진구,3509. 세종사이버대학교,202102,1088
광진구,3510. 중곡SK아파트앞,202102,315
광진구,3516. 구의아리수정수센터앞,202102,343
광진구,3517. 용마사거리,202102,943
광진구,3518. 군자역 7번출구뒤,202102,1531
광진구,3520. 광진경찰서,202102,986
광진구,3521. 현대홈타운 뒷길,202102,175
광진구,3523. 건국대학교 과학관(이과대) 앞,202102,234
광진구,3524. 세종대학교,202102,57
광진구,3528. 광진정보도서관,202102,587
광진구,3529. 어린이대공원정문,202102,327
광진구,3533. 건대입구역 사거리(롯데백화점),202102,2531
광진구,3534. 건대입구역 5번출구 뒤,202102,1354
광진구,3535. 중곡사거리(국민은행),202102,1025
광진구,3536. 중앙농협(자양동),202102,1039
광진구,3537. 아차산 휴먼시아 아파트 옆,202102,372
광진구,3541. 커먼그라운드,202102,1452
광진구,3542. 래미안 구의파크 스위트,202102,816
광진구,3543. 세종대학교(학술정보원),202102,116
광진구,3563.구의7단지현대아파트,202102,96
광진구,3564.나루마당,202102,90
광진구,3566.우성4차아파트,202102,817
광진구,3569.건대병원후문,202102,1385
광진구,3570.구의역 리버비스타 오피스텔,202102,844
광진구,3571.화양 APT(횡단보도 옆),202102,1561
광진구,3573.광나루안전체험관,202102,520
광진구,3575.자양사거리 (LG 유플러스),202102,909
광진구,3578.중곡동 파크웨이빌딩,202102,430
광진구,3579.광진 캠퍼스시티,202102,1214
광진구,3581.광진광장,202102,490
광진구,3582.화양동 우체국,202102,585
광진구,3586.군자역 비채온 오피스텔,202102,658
광진구,3587.우성식품 앞,202102,541
광진구,3588.세종대학교(영실관),202102,229
광진구,3853. 어린이대공원역 2번출구,202102,121
광진구,3860. 건국대학교 정문 앞,202102,251
광진구,3863. 동일로58길 입구,202102,108
광진구,3864. 광진소방서 앞,202102,276
광진구,3865. 이튼타워리버 2차,202102,462
광진구,3868. 자양한강도서관,202102,222
광진구,3873. 동서울우편집중국 앞,202102,244
광진구,3878. 장로회신학대학교 주기철 기념관,202102,16
광진구,500. 어린이대공원역 3번출구 앞,202102,1106
광진구,501. 광진구의회 앞,202102,681
광진구,502. 뚝섬유원지역 1번출구 앞,202102,7151
광진구,505. 자양사거리 광진아크로텔 앞,202102,1231
광진구,515. 광양중학교 앞,202102,529
광진구,516. 광진메디칼 앞,202102,592
광진구,539. 군자교교차로,202102,975
광진구,540. 군자역 7번출구 베스트샵 앞,202102,916
광진구,542. 강변역 4번출구 뒤,202102,883
광진구,543. 구의공원(테크노마트 앞),202102,679
광진구,544. 광남중학교,202102,713
광진구,546. 잠실대교북단 교차로,202102,670
광진구,548. 자양나들목,202102,1415
광진구,549. 아차산역 3번출구,202102,1117
광진구,551. 구의삼성쉐르빌 앞,202102,1242
광진구,552. 대림아크로리버 앞,202102,354
광진구,553. 중곡 성원APT 앞,202102,635
광진구,555. 구의3동주민센터,202102,198
광진구,571. 어린이대공원역6번출구,202102,428
광진구,572. 국립정신 건강센터 앞,202102,199
광진구,573. 구의문주차장 앞,202102,736
광진구,574. 아차산역4번출구,202102,1205
광진구,575. 중앙농협 중곡지점,202102,137
광진구,576. 광나루역 3번 출구,202102,933
